NCT Number,Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Start Date,Completion Date
NCT04537585,UNKNOWN,Covid19,"COMBINATION_PRODUCT: Tomeka®|DRUG: ""Vernonia amygdalina""","Guyguy K Tshima, MD",Centre Médical de Kinshasa (CMK),ALL,"CHILD, ADULT, OLDER_ADULT",NA,2000,OTHER,INTERVENTIONAL,2020-11,2022-12
NCT04596085,COMPLETED,Covid19,DIETARY_SUPPLEMENT: Investigational Product - ViraCide|OTHER: Placebo - Starch Powder Soft gels,"The Herb, Inc",ProRelix Services LLP,ALL,"ADULT, OLDER_ADULT",NA,118,INDUSTRY,INTERVENTIONAL,9/16/2020,12/12/2020
NCT05043285,UNKNOWN,COVID-19|SARS-CoV-2 Infection,BIOLOGICAL: SCTV01C|OTHER: Placebo,Sinocelltech Ltd.,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,300,INDUSTRY,INTERVENTIONAL,12/22/2021,1/1/2023
NCT06025812,NOT_YET_RECRUITING,Coronavirus,BIOLOGICAL: Omicron BA.4/5-Delta strain recombinant novel coronavirus protein vaccine (CHO cells)|BIOLOGICAL: Recombinant novel coronavirus protein vaccine (CHO cells),"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",NA,160,INDUSTRY,INTERVENTIONAL,9/20/2023,6/30/2024
NCT06027255,NOT_YET_RECRUITING,Long COVID|POTS - Postural Orthostatic Tachycardia Syndrome|Autonomic Dysfunction,"DIAGNOSTIC_TEST: IL-6|DIAGNOSTIC_TEST: cytokines (IL-17, and IFN-ɣ)|BEHAVIORAL: Compass 31",Vanderbilt University Medical Center,American Heart Association,ALL,"ADULT, OLDER_ADULT",NA,150,OTHER,INTERVENTIONAL,1/30/2024,10/31/2026
NCT04788355,COMPLETED,Complication,DRUG: Control group (standard hospital treatment)|DRUG: Group Hydroxychloroquine|DRUG: Group Hydroxychloroquine and apixaban|DRUG: Group Apixaban,Universidade do Vale do Sapucai,Pfizer|Apsen Farmaceutica S.A.|Dermadia|Methodos Laboratory|Biofarma,ALL,"ADULT, OLDER_ADULT",PHASE3,176,OTHER,INTERVENTIONAL,7/1/2020,12/23/2020
NCT05286255,NOT_YET_RECRUITING,COVID-19 Pneumonia|Viral Pneumonia,BIOLOGICAL: Allogeneic Mesenchymal Stromal Cells,Medical University of South Carolina,"Pandorum International, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE1,10,OTHER,INTERVENTIONAL,2024-09,2027-05
NCT05000255,RECRUITING,"Loneliness|Depression, Anxiety|Self Efficacy|Social Support|Covid19|Psychology","BEHAVIORAL: Intervention 1: According to DGP|BEHAVIORAL: Intervention 2: According to Cacioppo ""E.A.S.E.""","Annette Reichardt, MD",Jacobs University Bremen gGmbH,ALL,"ADULT, OLDER_ADULT",NA,300,OTHER,INTERVENTIONAL,1/18/2021,9/30/2025
NCT04334512,RECRUITING,COVID-19|Corona Virus Infection|Coronavirus-19|Sars-CoV2,DRUG: Hydroxychloroquine|DRUG: Azithromycin|DIETARY_SUPPLEMENT: Vitamin C|DIETARY_SUPPLEMENT: Vitamin D|DIETARY_SUPPLEMENT: Zinc,ProgenaBiome,DSCS CRO,ALL,"ADULT, OLDER_ADULT",PHASE2,600,OTHER,INTERVENTIONAL,6/22/2020,2024-09
NCT04343755,TERMINATED,COVID-19,BIOLOGICAL: Convalescent Plasma,Hackensack Meridian Health,,ALL,"ADULT, OLDER_ADULT",PHASE2,52,OTHER,INTERVENTIONAL,4/9/2020,4/26/2023
NCT06214455,RECRUITING,Long Covid19|Long COVID,"OTHER: Low sugar diet and 10-12 hour eating window|OTHER: Low sugar diet, 8 hour eating window and fasting",Pacific Northwest University of Health Sciences,,ALL,"ADULT, OLDER_ADULT",NA,180,OTHER,INTERVENTIONAL,11/4/2022,7/30/2025
NCT04710316,UNKNOWN,Covid19,DIAGNOSTIC_TEST: SARS-CoV-2 screening by molecular biology|DIAGNOSTIC_TEST: Serological screening,"Institut National de la Santé Et de la Recherche Médicale, France",,ALL,"ADULT, OLDER_ADULT",NA,450,OTHER_GOV,INTERVENTIONAL,2/15/2021,9/30/2022
NCT04818216,COMPLETED,SARS-CoV-2 Infection|Acute Kidney Injury,DRUG: Placebo|DRUG: Nicotinamide riboside,The University of Texas Health Science Center at San Antonio,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),ALL,"ADULT, OLDER_ADULT",PHASE2,28,OTHER,INTERVENTIONAL,6/11/2021,1/3/2022
NCT05074745,UNKNOWN,SARS-CoV-2|COVID-19,DIAGNOSTIC_TEST: ELISA POCT vs RT-PCR,Centre Scientifique de Monaco,"Department of Health Affairs, Monaco",ALL,"ADULT, OLDER_ADULT",NA,1500,OTHER,INTERVENTIONAL,2/18/2021,12/30/2021
NCT04798716,NOT_YET_RECRUITING,Covid19|Novel Coronavirus Pneumonia|Acute Respiratory Distress Syndrome,DRUG: MSC-exosomes delivered intravenously every other day on an escalating dose: (2:4:8)|DRUG: MSC-exosomes delivered intravenously every other day on an escalating dose (8:4:8)|DRUG: MSC-exosomes delivered intravenously every other day (8:8:8),AVEM HealthCare,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,55,INDUSTRY,INTERVENTIONAL,2023-09,2024-12
NCT04479163,COMPLETED,COVID,BIOLOGICAL: Convalescent Plasma|OTHER: Placebo,Fundacion Infant,,ALL,OLDER_ADULT,NA,165,OTHER,INTERVENTIONAL,6/4/2020,10/25/2020
NCT05568693,ENROLLING_BY_INVITATION,Corona Virus Disease 2019(COVID-19),BIOLOGICAL: 0.3ml of mRNA vaccine,Yu Qin,,ALL,"ADULT, OLDER_ADULT",NA,800,OTHER,INTERVENTIONAL,9/21/2022,3/21/2023
NCT04698993,TERMINATED,Covid19,DIAGNOSTIC_TEST: Dräger Antigen Test SARS-CoV-2,Drägerwerk AG & Co. KGaA,,ALL,"ADULT, OLDER_ADULT",NA,388,INDUSTRY,INTERVENTIONAL,2/12/2021,3/22/2021
NCT05677893,COMPLETED,Disease Caused by Severe Acute Respiratory Syndrome Coronavirus 2 (Disorder),DRUG: MBS-COV|OTHER: Placebo,"Oneness Biotech Co., Ltd.",,ALL,ADULT,PHASE1,44,INDUSTRY,INTERVENTIONAL,11/7/2022,3/30/2023
NCT04376593,ENROLLING_BY_INVITATION,COVID-19|SARS-CoV-2 Infection,DRUG: 18F-αvβ6-BP,"University of California, Davis",,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,10,OTHER,INTERVENTIONAL,5/1/2020,2024-06
NCT04542993,TERMINATED,Covid19|SARS-CoV Infection,DIETARY_SUPPLEMENT: Zinc Picolinate|DIETARY_SUPPLEMENT: Resveratrol|DIETARY_SUPPLEMENT: Zinc Picolinate Placebo|DIETARY_SUPPLEMENT: Resveratrol Placebo,Swedish Medical Center,,ALL,"ADULT, OLDER_ADULT",PHASE2,45,OTHER,INTERVENTIONAL,9/8/2020,2/5/2021
NCT06091293,ACTIVE_NOT_RECRUITING,Long COVID|Long Covid19,BEHAVIORAL: Narrative Intervention for Long COVID-19 (NICO),"University of Colorado, Denver",,ALL,"ADULT, OLDER_ADULT",NA,12,OTHER,INTERVENTIONAL,10/11/2022,2/8/2024
NCT04364893,UNKNOWN,Corona Virus Infection|COVID-19,OTHER: Suspension or Maintenance of Angiotensin Receptor Blockers and Angiotensin-converting Enzyme Inhibitors,D'Or Institute for Research and Education,Brazilian Clinical Research Institute,ALL,"ADULT, OLDER_ADULT",NA,700,OTHER,INTERVENTIONAL,4/9/2020,12/1/2020
NCT04962893,COMPLETED,Covid19,BIOLOGICAL: SARS-CoV-2 VLP Vaccine-Wuhan|BIOLOGICAL: SARS-CoV-2 VLP Vaccine-Alpha (British) variant|BIOLOGICAL: SARS-CoV-2 VLP Vaccine-Wuhan+Alpha variant,"Ihsan GURSEL, PhD, Prof.",The Scientific and Technological Research Council of Turkey|Nobel Pharmaceuticals|MonitorCRO,ALL,ADULT,PHASE2,349,OTHER,INTERVENTIONAL,6/26/2021,1/16/2022
NCT04579393,COMPLETED,Coronavirus Disease 2019,DRUG: Placebo|DRUG: fostamatinib,"National Heart, Lung, and Blood Institute (NHLBI)",,ALL,"ADULT, OLDER_ADULT",PHASE2,59,NIH,INTERVENTIONAL,10/8/2020,4/30/2021
NCT04425616,ACTIVE_NOT_RECRUITING,Cancer|COVID,OTHER: Exercise|BEHAVIORAL: Psychological and Behaviour Change Support|OTHER: Nutrition,University Hospital Southampton NHS Foundation Trust,Macmillan Cancer Support|CanRehab Trust|Wessex Cancer Alliance,ALL,"ADULT, OLDER_ADULT",NA,1100,OTHER,INTERVENTIONAL,6/4/2020,3/31/2024
NCT04347382,COMPLETED,Coronavirus Infection|Sars-CoV2,DRUG: Honey|DRUG: Nigella Sativa / Black Cumin|DRUG: Placebos,Sohaib Ashraf,,ALL,"ADULT, OLDER_ADULT",PHASE3,313,OTHER,INTERVENTIONAL,4/30/2020,8/30/2020
NCT04395716,WITHDRAWN,COVID|Covid-19|Corona Virus Infection|Sars-CoV2|Coronavirus-19|SARS Pneumonia|SARS-Associated Coronavirus as Cause of Disease Classified Elsewhere,BIOLOGICAL: ResCure™,ProgenaBiome,"Rinati Skin, LLC",ALL,"ADULT, OLDER_ADULT",PHASE1,0,OTHER,INTERVENTIONAL,2020-01,2021-11
NCT06137716,COMPLETED,Robotic Exoskeleton|Post-acute Covid-19 Syndrome|Rehabilitation Outcome|Physical And Rehabilitation Medicine,DEVICE: Training with a Robotic Hand Exoskeleton,University of Valladolid,Centro Hospitalario Padre Benito Menni,ALL,"ADULT, OLDER_ADULT",NA,13,OTHER,INTERVENTIONAL,7/1/2022,2/1/2023
NCT05040763,ACTIVE_NOT_RECRUITING,COVID-19|SARS-CoV-2 Infection,DIAGNOSTIC_TEST: Buccal Swabc- Copan flocked swab|DIAGNOSTIC_TEST: Standard of Care COVID-19 swab,University of Calgary,Health Canada,ALL,CHILD,NA,2882,OTHER,INTERVENTIONAL,11/10/2021,12/31/2023
NCT04307563,COMPLETED,Anxiety Depression|Burnout,BEHAVIORAL: Mindfulness session,Stanford University,,ALL,"ADULT, OLDER_ADULT",NA,52,OTHER,INTERVENTIONAL,9/1/2021,7/5/2022
NCT05705193,RECRUITING,Post-Acute COVID-19 Syndrome,OTHER: NeuroFlex (computerized gamified tasks),UConn Health,,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,4/7/2023,12/1/2024
NCT04510493,COMPLETED,"Coronavirus Infection|Diabetes Mellitus, Type 2",DRUG: Canakinumab|DRUG: Placebo,"University Hospital, Basel, Switzerland",Novartis|Swiss National Science Foundation,ALL,"ADULT, OLDER_ADULT",PHASE3,116,OTHER,INTERVENTIONAL,10/23/2020,8/17/2021
NCT05465863,COMPLETED,Chronic Kidney Disease 5D|Chronic Kidney Disease 5T,BIOLOGICAL: SARS-CoV-2 mRNA BNT162b2 vaccine (Pfizer-BioNTech®),Istanbul University - Cerrahpasa (IUC),,ALL,"CHILD, ADULT",NA,101,OTHER,INTERVENTIONAL,9/1/2021,3/1/2022
NCT04414293,UNKNOWN,"COVID|Pneumonia, Viral",RADIATION: Lung Low Dose Radiation,Hospital Provincial de Castellon,,ALL,OLDER_ADULT,NA,41,OTHER,INTERVENTIONAL,10/1/2020,12/31/2021
NCT04410016,COMPLETED,Mental Health Wellness 1,OTHER: Staff Wellbeing Centres,University of Nottingham,Nottingham University Hospitals NHS Trust,ALL,"CHILD, ADULT, OLDER_ADULT",NA,819,OTHER,INTERVENTIONAL,5/25/2020,10/30/2020
NCT05543616,RECRUITING,SARS-CoV-2 Virus|Severe Acute Respiratory Syndrome Coronavirus 2|COVID-19,BIOLOGICAL: Bivalent BNT162b2 (original/Omicron BA.4/BA.5) 3 microgram dose|BIOLOGICAL: Bivalent BNT162b2 (original/Omicron BA.4/BA.5) 6 microgram dose|BIOLOGICAL: Bivalent BNT162b2 (original/Omicron BA.4/BA.5) 10 microgram dose|BIOLOGICAL: Variant-adapted BNT162b2 (Omicron XBB.1.5) Substudy A Ph 2/3 Selected Dose|BIOLOGICAL: Variant-adapted BNT162b2 (Omicron XBB.1.5) 3 microgram dose|BIOLOGICAL: Variant-adapted BNT162b2 (Omicron XBB.1.5) 6 microgram dose|BIOLOGICAL: Variant-adapted BNT162b2 (Omicron XBB.1.5) 10 microgram dose,BioNTech SE,Pfizer,ALL,CHILD,PHASE2|PHASE3,3692,INDUSTRY,INTERVENTIONAL,9/23/2022,8/11/2025
NCT04564716,UNKNOWN,Covid19,BIOLOGICAL: Gam-COVID-Vac|OTHER: Placebo,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",Russian Direct Investment Fund|CRO: iPharma,ALL,ADULT,PHASE3,100,OTHER,INTERVENTIONAL,9/28/2020,4/10/2021
NCT04351516,WITHDRAWN,SARS-CoV 2|COVID-19,DRUG: Hydroxychloroquine|OTHER: Placebo,University Hospital Tuebingen,,ALL,OLDER_ADULT,PHASE2|PHASE3,0,OTHER,INTERVENTIONAL,4/21/2020,5/1/2021
NCT05249816,COMPLETED,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),BIOLOGICAL: NVX-CoV2373|BIOLOGICAL: BBIBP-CorV vaccine,Cogna Technology Solutions LLC,Novavax,ALL,"ADULT, OLDER_ADULT",PHASE3,1000,INDUSTRY,INTERVENTIONAL,3/18/2022,5/4/2023
NCT04920916,COMPLETED,COVID-19,BIOLOGICAL: Dupilumab|DRUG: Placebo,University of Virginia,"PBM C19 Research, LLC (a COVID-19 research entity of the Paul Manning Foundation)|Virginia Catalyst, Virginia Biosciences Health Research Corporation (VBHRC)",ALL,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,INTERVENTIONAL,5/25/2021,4/18/2023
NCT04495816,COMPLETED,Anosmia|Covid19,DRUG: Omega-3 Fatty Acid Supplement|DRUG: Placebo/Control,Icahn School of Medicine at Mount Sinai,,ALL,"ADULT, OLDER_ADULT",PHASE2,139,OTHER,INTERVENTIONAL,7/15/2020,12/31/2021
NCT04988152,COMPLETED,Covid19,BIOLOGICAL: sotrovimab|OTHER: Placebo to Biologic|BIOLOGICAL: sotrovimab|OTHER: Placebo to Biologic,"Vir Biotechnology, Inc.",GlaxoSmithKline,ALL,"ADULT, OLDER_ADULT",PHASE1,48,INDUSTRY,INTERVENTIONAL,7/6/2021,12/7/2021
NCT04390152,UNKNOWN,Acute Respiratory Distress Syndrome,"DRUG: Wharton's jelly derived Mesenchymal stem cells.|DRUG: Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)",BioXcellerator,Clinical Somer,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,40,INDUSTRY,INTERVENTIONAL,1/13/2020,2022-04
NCT04348305,COMPLETED,Covid-19|Hypoxia,DRUG: Hydrocortisone|DRUG: Sodium Chloride 9mg/mL,Scandinavian Critical Care Trials Group,"Rigshospitalet, Denmark|Copenhagen Trial Unit, Center for Clinical Intervention Research|University of Copenhagen|Aarhus University Hospital",ALL,"ADULT, OLDER_ADULT",PHASE3,30,OTHER,INTERVENTIONAL,4/17/2020,9/8/2021
NCT04608305,COMPLETED,Covid19,"BIOLOGICAL: IIBR-100, low dose (prime)|BIOLOGICAL: IIBR-100 medium dose (prime)|BIOLOGICAL: IIBR-100 high-dose (prime)|BIOLOGICAL: IIBR-100 low-dose (prime-boost)|OTHER: Saline Placebo (single)|OTHER: Saline Placebo (double)|BIOLOGICAL: IIBR-100 medium-dose (prime-boost)|BIOLOGICAL: IIBR-100 high-dose (prime-boost)|BIOLOGICAL: IIBR-100 top-dose (prime-boost)",Israel Institute for Biological Research (IIBR),,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,843,OTHER_GOV,INTERVENTIONAL,10/28/2020,10/3/2022
NCT06012552,RECRUITING,Nervous System Diseases,DRUG: Tianeptine|DRUG: Placebo,Military Institute od Medicine National Research Institute,ABM Industries,ALL,"ADULT, OLDER_ADULT",PHASE2,140,OTHER,INTERVENTIONAL,2/17/2023,10/31/2027
NCT05630352,NOT_YET_RECRUITING,COVID-19,BIOLOGICAL: Bivalent BNT162b2 (original/Omicron BA.4/BA.5) 3 microgram dose|BIOLOGICAL: Bivalent BNT162b2 (original/Omicron BA.4/BA.5) 6 microgram dose|BIOLOGICAL: Bivalent BNT162b2 (original/Omicron BA.4/BA.5) 10 microgram dose|BIOLOGICAL: Bivalent BNT162b2 (original/Omicron BA.4/BA.5) 1 microgram dose,BioNTech SE,Pfizer,ALL,CHILD,PHASE1,120,INDUSTRY,INTERVENTIONAL,1/31/2024,5/16/2025
NCT06171152,NOT_YET_RECRUITING,"Multiple Sclerosis|Long COVID|Long Covid19|Obese|Obesity|Obesity, Morbid|Acute Leukemia in Remission",DRUG: Liraglutide Pen Injector [Saxenda]|OTHER: Medication Diary,University of Chicago,,ALL,ADULT,EARLY_PHASE1,30,OTHER,INTERVENTIONAL,4/1/2024,10/1/2026
NCT05125926,UNKNOWN,COVID-19,BIOLOGICAL: LYB001|BIOLOGICAL: Placebo,"Yantai Patronus Biotech Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1,100,INDUSTRY,INTERVENTIONAL,2021-12,2023-04
NCT03590327,RECRUITING,Apathy|Mild Cognitive Impairment|Transcranial Magnetic Stimulation|Loneliness|COVID|Neuropsychiatric Symptoms,DEVICE: Transcranial Magnetic Stimulation,VA Office of Research and Development,Central Arkansas Veterans Healthcare System|University of Arkansas,ALL,"ADULT, OLDER_ADULT",NA,125,FED,INTERVENTIONAL,11/1/2018,10/31/2024
NCT04338906,WITHDRAWN,COVID,DRUG: Camostat Mesilate|DRUG: Placebo|DRUG: Hydroxychloroquine,"Heinrich-Heine University, Duesseldorf","Universitätsklinikum Hamburg-Eppendorf|Goethe University|St. Georg Hospital Leipzig, Germany|Hospital Schwabing Munich, Germany|Missioklinik, Wuerzburg, Germany",ALL,"ADULT, OLDER_ADULT",PHASE4,0,OTHER,INTERVENTIONAL,2020-05,2021-12
NCT05445427,RECRUITING,Post COVID Syndrome|Fatigue|Headache,DEVICE: vagal nerve stimulator,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",NA,20,OTHER,INTERVENTIONAL,12/21/2022,2024-07
NCT04547127,COMPLETED,COVID-19,BIOLOGICAL: Convalescent anti-SARS-CoV-2 MBT Plasma|DRUG: Standard Medical Treatment,"Instituto Grifols, S.A.",,ALL,"ADULT, OLDER_ADULT",PHASE2,200,INDUSTRY,INTERVENTIONAL,4/29/2020,2/4/2021
NCT05305508,NOT_YET_RECRUITING,COVID-19 Virus Disease,DRUG: Calcium Dobesilate|DRUG: Mannitol,Hervé SPECHBACH,OM Pharma SA,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,74,OTHER,INTERVENTIONAL,2022-05,2023-03
NCT04962308,UNKNOWN,COVID-19,BIOLOGICAL: SARS-CoV-2 Inactivated Vaccine|BIOLOGICAL: The SARS-CoV-2 Inactivated Vaccine,"Sinovac Research and Development Co., Ltd.",,ALL,ADULT,PHASE4,1400,INDUSTRY,INTERVENTIONAL,6/19/2021,12/19/2021
NCT04281693,UNKNOWN,Novel Coronavirus Infection Pneumonia,DIAGNOSTIC_TEST: Standard screening strategy|DIAGNOSTIC_TEST: New screening strategy,Affiliated Hospital to Academy of Military Medical Sciences,Beijing 302 Hospital,ALL,"CHILD, ADULT, OLDER_ADULT",NA,230,OTHER,INTERVENTIONAL,2020-02,2020-03
NCT05040893,ACTIVE_NOT_RECRUITING,COVID-19,BEHAVIORAL: Physiotherapy,University of Calgary,Alberta Health services,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL,3/4/2022,11/30/2023
NCT05172193,RECRUITING,COVID-19,BIOLOGICAL: SARS-COV-2 Vaccine (Vero Cell-Sinopharm) Inactivated,PT. Kimia Farma (Persero) Tbk,,ALL,"ADULT, OLDER_ADULT",PHASE2,600,INDUSTRY,INTERVENTIONAL,12/31/2021,9/30/2023
NCT04437693,UNKNOWN,COVID 19,DRUG: Hydroxychloroquine,Hamad Medical Corporation,,ALL,ADULT,PHASE2|PHASE3,500,INDUSTRY,INTERVENTIONAL,8/31/2020,12/31/2021
NCT05187793,ACTIVE_NOT_RECRUITING,COVID-19,DRUG: Olokizumab|DRUG: Standard therapy,R-Pharm,"Federal Budget Institution of Science ""Central Research Institute of Epidemiology"" of the Rospotrebnadzor|Group of companies Medsi, JSС",ALL,"ADULT, OLDER_ADULT",PHASE3,198,INDUSTRY,INTERVENTIONAL,7/8/2021,2023-04
NCT04463004,COMPLETED,COVID-19|Sars-CoV2|Pneumonia,DRUG: Mavrilimumab|DRUG: Placebos,Virginia Commonwealth University,"Kiniksa Pharmaceuticals, Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE2,2,OTHER,INTERVENTIONAL,9/2/2020,11/30/2020
NCT04530604,COMPLETED,COVID|Sars-CoV2|COVID-19|Acute Respiratory Distress Syndrome,DRUG: Defibrotide,Gregory Yanik,Jazz Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE1,13,OTHER,INTERVENTIONAL,10/1/2020,4/9/2021
NCT04421404,COMPLETED,COVID-19|Sars-CoV2,BIOLOGICAL: COVID-19 Convalescent Plasma (CCP)|BIOLOGICAL: Placebo,"Priscilla Hsue, MD",Vitalant Research Institute|San Francisco General Hospital,ALL,"ADULT, OLDER_ADULT",PHASE2,34,OTHER,INTERVENTIONAL,6/9/2020,4/30/2021
NCT04931004,UNKNOWN,Covid19,DRUG: Mouthwash Product|OTHER: Water rinse,"Rutgers, The State University of New Jersey",Colgate Palmolive|University of Leicester,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,90,OTHER,INTERVENTIONAL,2021-07,2022-02
NCT04462627,COMPLETED,COVID 19,DIAGNOSTIC_TEST: Blood group determination|DIAGNOSTIC_TEST: Antibody titration|DIETARY_SUPPLEMENT: Probiotic,Hanane EL KENZ,,ALL,"ADULT, OLDER_ADULT",NA,566,OTHER,INTERVENTIONAL,4/14/2020,4/11/2022
NCT05668104,COMPLETED,Healthy Subjects|COVID-19 Pneumonia|Irritable Bowel Syndrome|Functional Gastrointestinal Disorders,DIETARY_SUPPLEMENT: Jing Si Herbal Tea Liquid Packet|DIETARY_SUPPLEMENT: Jing Si Herbal Tea Liquid Packet Placebo,Buddhist Tzu Chi General Hospital,,ALL,"ADULT, OLDER_ADULT",NA,32,OTHER,INTERVENTIONAL,1/1/2023,12/31/2023
NCT04357327,COMPLETED,COVID-19|SARS-CoV 2|Corona Virus Infection,DIAGNOSTIC_TEST: rapid salivary test,Università degli Studi dell'Insubria,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,122,OTHER,INTERVENTIONAL,4/16/2020,7/31/2020
NCT04400929,COMPLETED,"COVID|Sars-CoV2|ARDS, Human",DRUG: Sargramostim|OTHER: Normal Saline 0.9%,Singapore General Hospital,,ALL,"ADULT, OLDER_ADULT",PHASE2,2,OTHER,INTERVENTIONAL,6/2/2020,2/4/2022
NCT04361253,TERMINATED,COVID|Infectious Disease,BIOLOGICAL: High-Titer COVID-19 Convalescent Plasma (HT-CCP)|BIOLOGICAL: Standard Plasma (FFP),Brigham and Women's Hospital,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,45,OTHER,INTERVENTIONAL,4/30/2020,6/30/2021
NCT04429529,COMPLETED,Coronavirus Disease-2019 (COVID-19),BIOLOGICAL: TY027|OTHER: 0.9% Saline,Tychan Pte Ltd.,,ALL,ADULT,PHASE1,32,INDUSTRY,INTERVENTIONAL,6/9/2020,1/20/2021
NCT05686629,NOT_YET_RECRUITING,Novel COVID-19-Infected Pneumonia,DRUG: Jaktinib hydrochloride tablets,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",,ALL,"ADULT, OLDER_ADULT",PHASE2,120,INDUSTRY,INTERVENTIONAL,2024-04,2025-03
NCT04291729,COMPLETED,COVID-19,DRUG: Ganovo+ritonavir+/-Interferon nebulization,The Ninth Hospital of Nanchang,"Ascletis Pharmaceuticals Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE4,11,OTHER,INTERVENTIONAL,2/17/2020,3/19/2020
NCT05167253,WITHDRAWN,COVID-19,BIOLOGICAL: UB-612,"United Biomedical Inc., Asia",,ALL,ADULT,PHASE1,0,INDUSTRY,INTERVENTIONAL,2/15/2022,10/31/2022
NCT04343053,ACTIVE_NOT_RECRUITING,Severe Acute Respiratory Syndrome Coronavirus 2,OTHER: SARS-Cov-2 infection,University Hospital of Ferrara,,ALL,"ADULT, OLDER_ADULT",NA,145,OTHER,INTERVENTIONAL,4/8/2020,11/12/2024
NCT04545060,COMPLETED,Covid19,BIOLOGICAL: VIR-7831 (sotrovimab)|DRUG: Placebo,"Vir Biotechnology, Inc.",GlaxoSmithKline,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,1057,INDUSTRY,INTERVENTIONAL,8/27/2020,9/2/2021
NCT04961229,UNKNOWN,COVID-19 Acute Respiratory Distress Syndrome|Immunosuppression,BIOLOGICAL: The Pfizer mRNA-based BNT162b2 vaccine,dafna yahav,,ALL,"ADULT, OLDER_ADULT",PHASE4,504,OTHER,INTERVENTIONAL,2021-10,2022-07
NCT05608629,COMPLETED,Long COVID|Chronic Fatigue Syndrome,DEVICE: Transcutaneous Non-Invasive Vagus Nerve Stimulation,Icahn School of Medicine at Mount Sinai,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,17,OTHER,INTERVENTIONAL,6/6/2022,12/5/2022
NCT04909853,COMPLETED,Renal Impairment,DRUG: PF-07321332/ritonavir,Pfizer,,ALL,"ADULT, OLDER_ADULT",PHASE1,35,INDUSTRY,INTERVENTIONAL,6/15/2021,10/7/2021
NCT04355429,UNKNOWN,Pneumonia|Coronavirus Infection|COVID-19,DRUG: captopril 25mg,Assistance Publique - Hôpitaux de Paris,,ALL,"ADULT, OLDER_ADULT",PHASE2,230,OTHER,INTERVENTIONAL,5/5/2020,2020-08
NCT04382053,COMPLETED,"COVID-19 Pneumonia, Impaired Respiratory Function",DRUG: DFV890|DRUG: Standard of Care (SoC),Novartis Pharmaceuticals,,ALL,"ADULT, OLDER_ADULT",PHASE2,143,INDUSTRY,INTERVENTIONAL,5/27/2020,12/24/2020
NCT04420260,COMPLETED,COVID,DIETARY_SUPPLEMENT: Group A: oropharygeal spray and immunostimulant emulsion|DIETARY_SUPPLEMENT: Group D:Placebo oropharyngeal spray + Placebo taken PO,Unidad de Investigación Genética Molecular,Universidad de Antioquia,ALL,ADULT,NA,152,NETWORK,INTERVENTIONAL,3/18/2021,7/5/2021
NCT05975060,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: XBB.1.5 Vaccine (Booster)|BIOLOGICAL: XBB.1.5 Vaccine (single dose),Novavax,,ALL,ADULT,PHASE2|PHASE3,660,INDUSTRY,INTERVENTIONAL,9/7/2023,7/31/2024
NCT04615429,UNKNOWN,Acute Respiratory Distress Syndrome|COVID-19 Pneumonia,BIOLOGICAL: Mesenchymal stromal cells|OTHER: Placebo,Cristina Avendaño Solá,,ALL,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,INTERVENTIONAL,9/15/2020,2022-02
NCT05534061,COMPLETED,COVID-19 Pandemic,BEHAVIORAL: Connect2Test,University of Oregon,National Institute on Drug Abuse (NIDA),ALL,"ADULT, OLDER_ADULT",NA,349,OTHER,INTERVENTIONAL,8/8/2022,6/30/2023
